Peter Doria
[
[27, 0, 0, 2,27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,27,27, 1, 1, 1, 1, 1, 1, 0,],
[27, 0,11,11,27, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,27,27,27, 1, 1, 1, 1, 1, 0,],
[27, 0, 0, 0,27, 0, 0, 0,27, 0, 0,22,27, 0, 0, 0,27,27,22, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,27,27,27, 1, 1, 1, 1, 1, 0,],
[27, 0, 0, 0,27, 0, 0, 0,27, 0, 0, 0,27, 0, 0, 0,27,27, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,27,27,27, 1, 1, 1, 1, 1, 0,],
[27, 0, 1, 0,27, 0, 0, 0,27, 0, 0, 0,27, 0, 0, 0,27,27, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,27, 1,27, 1, 1, 1, 1, 1, 0,],
[27, 0, 1, 0,27, 0, 0, 0,27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,27, 0,27, 1, 1, 1, 1, 1, 0,],
[27, 0, 1, 0,27, 2, 0, 0,27, 0, 0, 0,16, 0, 0,22, 0, 0, 0, 2, 0,11,11,11,11, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,27, 0,27, 1, 1, 1, 1, 1, 0,],
[27, 0, 1, 0, 0, 0, 0, 0,27, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 2, 1, 1, 1,27, 0, 0, 0,27, 0, 1, 1, 1, 1, 1, 1, 0,],
[27, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1,27, 0, 0, 0,27, 0, 0, 1, 1, 1, 1, 1, 0,],
[27, 0, 0,27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1,27,22, 0, 0,27,27, 1, 1, 1, 1, 1, 1, 0,],
[27, 0, 0,27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1,27, 0, 0, 0,27,27, 1, 1, 1, 1, 1, 1, 0,],
[27, 2, 0, 0, 0,27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1,27, 0, 0, 0,27,27, 1, 0, 1, 1, 1, 1, 0,],
[27, 0, 0, 0, 0,27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,11,11,11,11,11,11, 1, 1, 1, 1,27, 0, 0,22,27,27, 1, 0, 1, 1, 1, 1, 0,],
[27, 0, 0, 0, 0,27, 0, 0, 0, 0,27, 9, 9, 9, 9, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,27, 0, 0, 7,27,27, 1, 0, 1, 1, 1, 1, 0,],
[27, 0, 0, 0, 0,27, 0, 0, 0, 0,27,22, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0,27,27, 0, 0, 1, 1, 1, 1, 0,],
[27, 0, 4, 0, 0,27, 0, 5, 0, 0,27, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0,27,27, 1, 1, 1, 1, 1, 1, 0,],
